normalisasi,Score,Sentiment,tokenize,stopword removal
benar kak apakah ini hanya untuk meredamgejolak sprtinya keterangan yang dicari cari mengapa penjelasan awal bisa dianggap sepenggal kocakjg ya,-1,Negatif,"['benar', 'kak', 'apakah', 'ini', 'hanya', 'untuk', 'meredamgejolak', 'sprtinya', 'keterangan', 'yang', 'dicari', 'cari', 'mengapa', 'penjelasan', 'awal', 'bisa', 'dianggap', 'sepenggal', 'kocakjg', 'ya']",meredamgejolak sprtinya keterangan dicari cari penjelasan dianggap sepenggal kocakjg
tidak ada briefing jadi beda penjelasannya,-2,Negatif,"['tidak', 'ada', 'briefing', 'jadi', 'beda', 'penjelasannya']",briefing beda penjelasannya
halaahhhhhh mana datanya,0,Netral,"['halaahhhhhh', 'mana', 'datanya']",halaahhhhhh datanya
saking banyak ya tunjangan kak itu sampai tidak hafal semua soal ya semua di bayar negara mereka cuma modal di awal pas kampanye sama duduk manis saja di kursi dpr,-3,Negatif,"['saking', 'banyak', 'ya', 'tunjangan', 'kak', 'itu', 'sampai', 'tidak', 'hafal', 'semua', 'soal', 'ya', 'semua', 'di', 'bayar', 'negara', 'mereka', 'cuma', 'modal', 'di', 'awal', 'pas', 'kampanye', 'sama', 'duduk', 'manis', 'saja', 'di', 'kursi', 'dpr']",saking tunjangan hafal bayar negara modal pas kampanye duduk manis kursi dpr
mencari pembenaran makanya mencla mencle,-1,Negatif,"['mencari', 'pembenaran', 'makanya', 'mencla', 'mencle']",mencari pembenaran mencla mencle
habis itu klarifikasi lagi tunjangan beras juta tau jadi ribu,-3,Negatif,"['habis', 'itu', 'klarifikasi', 'lagi', 'tunjangan', 'beras', 'juta', 'tau', 'jadi', 'ribu']",habis klarifikasi tunjangan beras juta ribu
inti ya tetap mensejahterakan dpr,2,Positif,"['inti', 'ya', 'tetap', 'mensejahterakan', 'dpr']",inti mensejahterakan dpr
biasa abang cara ngeles ya begitu beda beda ujung ujungnya lewat belakang layar lagi itu gaji,-5,Negatif,"['biasa', 'abang', 'cara', 'ngeles', 'ya', 'begitu', 'beda', 'beda', 'ujung', 'ujungnya', 'lewat', 'belakang', 'layar', 'lagi', 'itu', 'gaji']",ngeles beda beda ujung ujungnya layar gaji
beda partai beda penjelasannya,-2,Negatif,"['beda', 'partai', 'beda', 'penjelasannya']",beda partai beda penjelasannya
buka dokumen anggaran ya,1,Positif,"['buka', 'dokumen', 'anggaran', 'ya']",buka dokumen anggaran
ya sudah lu coba jadi anggota dpr dulu mungkin lu akan paham,-1,Negatif,"['ya', 'sudah', 'lu', 'coba', 'jadi', 'anggota', 'dpr', 'dulu', 'mungkin', 'lu', 'akan', 'paham']",coba anggota dpr paham
kerjanya nyatanya apa sih enak amat dapat tunjang sana tunjang sini,2,Positif,"['kerjanya', 'nyatanya', 'apa', 'sih', 'enak', 'amat', 'dapat', 'tunjang', 'sana', 'tunjang', 'sini']",kerjanya enak tunjang tunjang
kalau pintar sih belum aku lihat malahan kebanyakan fomo ikutan politik saja,-1,Negatif,"['kalau', 'pintar', 'sih', 'belum', 'aku', 'lihat', 'malahan', 'kebanyakan', 'fomo', 'ikutan', 'politik', 'saja']",pintar lihat kebanyakan fomo ikutan politik
proses maklumi sdm ya rendah kayak ku ini orang kampung udik pengin makan nasgor atau kudu motoran kamu mana jalan ya ihik,1,Positif,"['proses', 'maklumi', 'sdm', 'ya', 'rendah', 'kayak', 'ku', 'ini', 'orang', 'kampung', 'udik', 'pengin', 'makan', 'nasgor', 'atau', 'kudu', 'motoran', 'kamu', 'mana', 'jalan', 'ya', 'ihik']",proses maklumi sdm rendah ku orang kampung udik pengin makan nasgor kudu motoran jalan ihik
bingung ya beda mengomong ya sama yang kemarin,1,Positif,"['bingung', 'ya', 'beda', 'mengomong', 'ya', 'sama', 'yang', 'kemarin']",bingung beda mengomong kemarin
sama sekali tidak percaya,0,Netral,"['sama', 'sekali', 'tidak', 'percaya']",percaya
beda orang beda pendpat ampun,-2,Negatif,"['beda', 'orang', 'beda', 'pendpat', 'ampun']",beda orang beda pendpat ampun
makanya jangan pernah percaya omongan pejabat,-2,Negatif,"['makanya', 'jangan', 'pernah', 'percaya', 'omongan', 'pejabat']",percaya omongan pejabat
seitu cuma meredam situasi yang ramai saat ini karena akhir ini di kritik oleh rakyat,-4,Negatif,"['seitu', 'cuma', 'meredam', 'situasi', 'yang', 'ramai', 'saat', 'ini', 'karena', 'akhir', 'ini', 'di', 'kritik', 'oleh', 'rakyat']",seitu meredam situasi ramai kritik rakyat
takutnya secara diam diam,0,Netral,"['takutnya', 'secara', 'diam', 'diam']",takutnya diam diam
dari oktober ke oktober tuh bulan bukan setahun ya disitu saja sudah ngibul bul bul,-3,Negatif,"['dari', 'oktober', 'ke', 'oktober', 'tuh', 'bulan', 'bukan', 'setahun', 'ya', 'disitu', 'saja', 'sudah', 'ngibul', 'bul', 'bul']",oktober oktober setahun disitu ngibul bul bul
orang ini juga masuk target dipecat dari dpr sepatutnya,-1,Negatif,"['orang', 'ini', 'juga', 'masuk', 'target', 'dipecat', 'dari', 'dpr', 'sepatutnya']",orang masuk target dipecat dpr sepatutnya
dpr foya uang rakyat tidak peka pengkianat rakyat,0,Netral,"['dpr', 'foya', 'uang', 'rakyat', 'tidak', 'peka', 'pengkianat', 'rakyat']",dpr foya uang rakyat peka pengkianat rakyat
cuma untuk merekan suasana habis itu balik stelan panrik,-2,Negatif,"['cuma', 'untuk', 'merekan', 'suasana', 'habis', 'itu', 'balik', 'stelan', 'panrik']",merekan suasana habis stelan panrik
kali tahun milyar tunjangan rumah saja,-1,Negatif,"['kali', 'tahun', 'milyar', 'tunjangan', 'rumah', 'saja']",kali milyar tunjangan rumah
macam orang dewan ini ada yang tolol ada yang belagu ada yang masih ngeluh ada yang goblok soal hitungan,-8,Negatif,"['macam', 'orang', 'dewan', 'ini', 'ada', 'yang', 'tolol', 'ada', 'yang', 'belagu', 'ada', 'yang', 'masih', 'ngeluh', 'ada', 'yang', 'goblok', 'soal', 'hitungan']",orang dewan tolol belagu ngeluh goblok hitungan
kelamaan menunggu pemilu rakyat serentak tidak usah bayar pajak mulai sekarang,-3,Negatif,"['kelamaan', 'menunggu', 'pemilu', 'rakyat', 'serentak', 'tidak', 'usah', 'bayar', 'pajak', 'mulai', 'sekarang']",menunggu pemilu rakyat serentak bayar pajak
aku sudah golput dpr pemilihan tahun ini karena aku merasa tidak guna,-2,Negatif,"['aku', 'sudah', 'golput', 'dpr', 'pemilihan', 'tahun', 'ini', 'karena', 'aku', 'merasa', 'tidak', 'guna']",golput dpr pemilihan
habis oktober nanti katanya diganti bukan tunjangan rumah,-3,Negatif,"['habis', 'oktober', 'nanti', 'katanya', 'diganti', 'bukan', 'tunjangan', 'rumah']",habis oktober diganti tunjangan rumah
setuju merekjg bukan mewakili rakyat tapi mewakili partai,-3,Negatif,"['setuju', 'merekjg', 'bukan', 'mewakili', 'rakyat', 'tapi', 'mewakili', 'partai']",setuju merekjg mewakili rakyat mewakili partai
mending bubarkn saja biar tidak rugi,-3,Negatif,"['mending', 'bubarkn', 'saja', 'biar', 'tidak', 'rugi']",mending bubarkn rugi
satunya cara bubarkan dpr jangan di pilih pemilu yang akan datang,-4,Negatif,"['satunya', 'cara', 'bubarkan', 'dpr', 'jangan', 'di', 'pilih', 'pemilu', 'yang', 'akan', 'datang']",satunya bubarkan dpr pilih pemilu
tapi surat suaranya harus dirusak karena kalau tidak nanti bisa jadi disalahgunakan lagi mereka menghalalkan segala cara,-6,Negatif,"['tapi', 'surat', 'suaranya', 'harus', 'dirusak', 'karena', 'kalau', 'tidak', 'nanti', 'bisa', 'jadi', 'disalahgunakan', 'lagi', 'mereka', 'menghalalkan', 'segala', 'cara']",surat suaranya dirusak disalahgunakan menghalalkan
betul coblos semua calonnya jatohnya tidak sah atau gugur surat suara kalau masih kosong nanti di salah gunakan,-7,Negatif,"['betul', 'coblos', 'semua', 'calonnya', 'jatohnya', 'tidak', 'sah', 'atau', 'gugur', 'surat', 'suara', 'kalau', 'masih', 'kosong', 'nanti', 'di', 'salah', 'gunakan']",coblos calonnya jatohnya sah gugur surat suara kosong salah
pak tolong pajak diturunkan rakyat kecil megap megap nih pak,-2,Negatif,"['pak', 'tolong', 'pajak', 'diturunkan', 'rakyat', 'kecil', 'megap', 'megap', 'nih', 'pak']",tolong pajak diturunkan rakyat megap megap
sediihh ya perasaaan tidak ada guna tuh kerjanya apa tapi ngemakan hasil pajak dari rakyat,-1,Negatif,"['sediihh', 'ya', 'perasaaan', 'tidak', 'ada', 'guna', 'tuh', 'kerjanya', 'apa', 'tapi', 'ngemakan', 'hasil', 'pajak', 'dari', 'rakyat']",sediihh perasaaan kerjanya ngemakan hasil pajak rakyat
perbulan berartikontraknya berapa,0,Netral,"['perbulan', 'berartikontraknya', 'berapa']",perbulan berartikontraknya
mangkanya jadi anggota dpra,-1,Negatif,"['mangkanya', 'jadi', 'anggota', 'dpra']",mangkanya anggota dpra
sku bayar pajak ahun sekali itupun karena punya motor cuma kalau di hitung sehari cuma berapa duit,-4,Negatif,"['sku', 'bayar', 'pajak', 'ahun', 'sekali', 'itupun', 'karena', 'punya', 'motor', 'cuma', 'kalau', 'di', 'hitung', 'sehari', 'cuma', 'berapa', 'duit']",sku bayar pajak ahun itupun motor hitung sehari duit
mendengarkan baik juta bulan berarti juta tahun tapi uang juta itu untuk anggota dpr ngontrak rumah selama tahun jadi mereka dapat cuma dari oktober sd oktober juta bulan tahun juta bulan untuk bayar kontrakan rumah,1,Positif,"['mendengarkan', 'baik', 'juta', 'bulan', 'berarti', 'juta', 'tahun', 'tapi', 'uang', 'juta', 'itu', 'untuk', 'anggota', 'dpr', 'ngontrak', 'rumah', 'selama', 'tahun', 'jadi', 'mereka', 'dapat', 'cuma', 'dari', 'oktober', 'sd', 'oktober', 'juta', 'bulan', 'tahun', 'juta', 'bulan', 'untuk', 'bayar', 'kontrakan', 'rumah']",mendengarkan juta juta uang juta anggota dpr ngontrak rumah oktober sd oktober juta juta bayar kontrakan rumah
nih ya simak baik baik ada tidak anggota dpr yang tidak punya rumah maksudnya kan mereka banyak dapat tunjangan kenapa rumah jadi tunjangan juga mending kasih ke orang yang memang tidak punya rumah kan masih banyak,-3,Negatif,"['nih', 'ya', 'simak', 'baik', 'baik', 'ada', 'tidak', 'anggota', 'dpr', 'yang', 'tidak', 'punya', 'rumah', 'maksudnya', 'kan', 'mereka', 'banyak', 'dapat', 'tunjangan', 'kenapa', 'rumah', 'jadi', 'tunjangan', 'juga', 'mending', 'kasih', 'ke', 'orang', 'yang', 'memang', 'tidak', 'punya', 'rumah', 'kan', 'masih', 'banyak']",simak anggota dpr rumah maksudnya tunjangan rumah tunjangan mending kasih orang rumah
aduh sekarang anggota dpr sudah tidak ada rumah dinas lagi rumah dinas semua sudah di ambil sama negara maka ya di ganti dengan uang itu dan juga anggota dpr itu bukan semua ya orang jakartaada dari beberapa pulau yang tidak punya rumah di jakarta nakanya untuk pemerataan semua di ganti dengan uang juta bulan selama tahun berarti juta untuk di pakai selama tahunkarena setelah tahun kan ada pemilihan lagi yang bisa jadi yang terpilih sekarang tidak terpililh lagi dan pulang kampung masing,-10,Negatif,"['aduh', 'sekarang', 'anggota', 'dpr', 'sudah', 'tidak', 'ada', 'rumah', 'dinas', 'lagi', 'rumah', 'dinas', 'semua', 'sudah', 'di', 'ambil', 'sama', 'negara', 'maka', 'ya', 'di', 'ganti', 'dengan', 'uang', 'itu', 'dan', 'juga', 'anggota', 'dpr', 'itu', 'bukan', 'semua', 'ya', 'orang', 'jakartaada', 'dari', 'beberapa', 'pulau', 'yang', 'tidak', 'punya', 'rumah', 'di', 'jakarta', 'nakanya', 'untuk', 'pemerataan', 'semua', 'di', 'ganti', 'dengan', 'uang', 'juta', 'bulan', 'selama', 'tahun', 'berarti', 'juta', 'untuk', 'di', 'pakai', 'selama', 'tahunkarena', 'setelah', 'tahun', 'kan', 'ada', 'pemilihan', 'lagi', 'yang', 'bisa', 'jadi', 'yang', 'terpilih', 'sekarang', 'tidak', 'terpililh', 'lagi', 'dan', 'pulang', 'kampung', 'masing']",aduh anggota dpr rumah dinas rumah dinas ambil negara ganti uang anggota dpr orang jakartaada pulau rumah jakarta nakanya pemerataan ganti uang juta juta tahunkarena pemilihan terpilih terpililh pulang kampung
kamu siapanya dpr biasa saja kali ngetiknya jttahun itu juga duit kamu mikirlah orang yang gaji di palak buat mereka yang di palak saja masih ngontrak atau nyicil,-5,Negatif,"['kamu', 'siapanya', 'dpr', 'biasa', 'saja', 'kali', 'ngetiknya', 'jttahun', 'itu', 'juga', 'duit', 'kamu', 'mikirlah', 'orang', 'yang', 'gaji', 'di', 'palak', 'buat', 'mereka', 'yang', 'di', 'palak', 'saja', 'masih', 'ngontrak', 'atau', 'nyicil']",siapanya dpr kali ngetiknya jttahun duit mikirlah orang gaji palak palak ngontrak nyicil
karena memang sudah tertulis kak di uu ada peraturan dpr wajib dapat rumah dinastunjangan rumah sebenrnya mereka sudah dikasih rumah dinas tapi pakai rumah dinasnya jadinya banyak yang rusak dan beban pemeliharaan rumah itu jadi tanggungan negara akhirnya rumah itu di tarik oleh negara dan di ganting dengan uang juta perbulan itu selama satu tahun buat menggantikan rumah dinas tadi buat mereka sewa rumah selama tahun menjabat,5,Positif,"['karena', 'memang', 'sudah', 'tertulis', 'kak', 'di', 'uu', 'ada', 'peraturan', 'dpr', 'wajib', 'dapat', 'rumah', 'dinastunjangan', 'rumah', 'sebenrnya', 'mereka', 'sudah', 'dikasih', 'rumah', 'dinas', 'tapi', 'pakai', 'rumah', 'dinasnya', 'jadinya', 'banyak', 'yang', 'rusak', 'dan', 'beban', 'pemeliharaan', 'rumah', 'itu', 'jadi', 'tanggungan', 'negara', 'akhirnya', 'rumah', 'itu', 'di', 'tarik', 'oleh', 'negara', 'dan', 'di', 'ganting', 'dengan', 'uang', 'juta', 'perbulan', 'itu', 'selama', 'satu', 'tahun', 'buat', 'menggantikan', 'rumah', 'dinas', 'tadi', 'buat', 'mereka', 'sewa', 'rumah', 'selama', 'tahun', 'menjabat']",tertulis uu peraturan dpr wajib rumah dinastunjangan rumah sebenrnya dikasih rumah dinas rumah dinasnya rusak beban pemeliharaan rumah tanggungan negara rumah tarik negara ganting uang juta perbulan menggantikan rumah dinas sewa rumah menjabat
njuta kali sama kan anjing,0,Netral,"['njuta', 'kali', 'sama', 'kan', 'anjing']",njuta kali anjing
kamu masih tidak paham jugahadeh dengar dulu baik baik baru komen,0,Netral,"['kamu', 'masih', 'tidak', 'paham', 'jugahadeh', 'dengar', 'dulu', 'baik', 'baik', 'baru', 'komen']",paham jugahadeh dengar komen
artinya perbukannya juta lol,1,Positif,"['artinya', 'perbukannya', 'juta', 'lol']",perbukannya juta lol
hitungannya juta dibagi tahun bulan jadi jutabulan masih gede sih cuma kontrak juta per bulan saja sudah mewah,-2,Negatif,"['hitungannya', 'juta', 'dibagi', 'tahun', 'bulan', 'jadi', 'jutabulan', 'masih', 'gede', 'sih', 'cuma', 'kontrak', 'juta', 'per', 'bulan', 'saja', 'sudah', 'mewah']",hitungannya juta dibagi jutabulan gede kontrak juta mewah
cuman setahun yang di kash buat kontrak rumah selama tahun budeg,1,Positif,"['cuman', 'setahun', 'yang', 'di', 'kash', 'buat', 'kontrak', 'rumah', 'selama', 'tahun', 'budeg']",cuman setahun kash kontrak rumah budeg
juta tahu jtth buat sampai,2,Positif,"['juta', 'tahu', 'jtth', 'buat', 'sampai']",juta jtth
kali anggota triliun wkwk,-1,Negatif,"['kali', 'anggota', 'triliun', 'wkwk']",kali anggota triliun
anda percaya dengan akalan mereka,0,Netral,"['anda', 'percaya', 'dengan', 'akalan', 'mereka']",percaya akalan
pulang plus lc dan tukang pijet dan dj,0,Netral,"['pulang', 'plus', 'lc', 'dan', 'tukang', 'pijet', 'dan', 'dj']",pulang plus lc tukang pijet dj
sekolah lagi biar bisa ngitung,0,Netral,"['sekolah', 'lagi', 'biar', 'bisa', 'ngitung']",sekolah ngitung
kaya ya tidak mungkin mungkin kata di depan kamera saja itu,-5,Negatif,"['kaya', 'ya', 'tidak', 'mungkin', 'mungkin', 'kata', 'di', 'depan', 'kamera', 'saja', 'itu']",kamera
besar sekali juta tapi mengikuti penjelasan wakil ketua dewan itu tidak dikali hanya sekali saja jadi tidak sampai sama,-4,Negatif,"['besar', 'sekali', 'juta', 'tapi', 'mengikuti', 'penjelasan', 'wakil', 'ketua', 'dewan', 'itu', 'tidak', 'dikali', 'hanya', 'sekali', 'saja', 'jadi', 'tidak', 'sampai', 'sama']",juta mengikuti penjelasan wakil ketua dewan dikali
mas bandot total juta itu buat ngontrak katanya kalau tidak berubah lagi,-3,Negatif,"['mas', 'bandot', 'total', 'juta', 'itu', 'buat', 'ngontrak', 'katanya', 'kalau', 'tidak', 'berubah', 'lagi']",bandot total juta ngontrak berubah
juta untuk kontrak selama tahun jadi perbulan kontrak juta cukup mewah lah kalau sewa rumah juta perbulan,2,Positif,"['juta', 'untuk', 'kontrak', 'selama', 'tahun', 'jadi', 'perbulan', 'kontrak', 'juta', 'cukup', 'mewah', 'lah', 'kalau', 'sewa', 'rumah', 'juta', 'perbulan']",juta kontrak perbulan kontrak juta mewah sewa rumah juta perbulan
halah giliran ketahuan saja aturannya di ubah kalau tidak ketahuan setiap bulan tetap jalan tunjangan perumahannya sampai tahun,-6,Negatif,"['halah', 'giliran', 'ketahuan', 'saja', 'aturannya', 'di', 'ubah', 'kalau', 'tidak', 'ketahuan', 'setiap', 'bulan', 'tetap', 'jalan', 'tunjangan', 'perumahannya', 'sampai', 'tahun']",halah giliran ketahuan aturannya ubah ketahuan jalan tunjangan perumahannya
okt sd okt setelah ya tidak ada lagi percaya setelah ya kita tidak tau kan belum terlaksana we bisa saja akal an,-2,Negatif,"['okt', 'sd', 'okt', 'setelah', 'ya', 'tidak', 'ada', 'lagi', 'percaya', 'setelah', 'ya', 'kita', 'tidak', 'tau', 'kan', 'belum', 'terlaksana', 'we', 'bisa', 'saja', 'akal', 'an']",okt sd okt percaya terlaksana we akal an
kok dikali sih oon amat nih orang,0,Netral,"['kok', 'dikali', 'sih', 'oon', 'amat', 'nih', 'orang']",dikali oon orang
kenapa tidak suruh tinggal di rumah susun saja kan banyak rusun yang kosong jadi ada tunjangan perumahan,-5,Negatif,"['kenapa', 'tidak', 'suruh', 'tinggal', 'di', 'rumah', 'susun', 'saja', 'kan', 'banyak', 'rusun', 'yang', 'kosong', 'jadi', 'ada', 'tunjangan', 'perumahan']",suruh tinggal rumah susun rusun kosong tunjangan perumahan
betolmrka cuma cari alasan untuk meredam yang sudah viral sudah demouda tidak prcaya sama dpr,-3,Negatif,"['betolmrka', 'cuma', 'cari', 'alasan', 'untuk', 'meredam', 'yang', 'sudah', 'viral', 'sudah', 'demouda', 'tidak', 'prcaya', 'sama', 'dpr']",betolmrka cari alasan meredam viral demouda prcaya dpr
itu hanya untuk mengelabuhi rakyat supaya bungkam selebihnya tunjangan tetap berjalan dengan lancar itu hal yang biasa dalam berpolitik,-4,Negatif,"['itu', 'hanya', 'untuk', 'mengelabuhi', 'rakyat', 'supaya', 'bungkam', 'selebihnya', 'tunjangan', 'tetap', 'berjalan', 'dengan', 'lancar', 'itu', 'hal', 'yang', 'biasa', 'dalam', 'berpolitik']",mengelabuhi rakyat bungkam selebihnya tunjangan berjalan lancar berpolitik
iyabnrd kira mengomong sama anak tak,0,Netral,"['iyabnrd', 'kira', 'mengomong', 'sama', 'anak', 'tak']",iyabnrd mengomong anak
betul itu ini hanya untuk meredakan kemarahan rakyat,-2,Negatif,"['betul', 'itu', 'ini', 'hanya', 'untuk', 'meredakan', 'kemarahan', 'rakyat']",meredakan kemarahan rakyat
benar itu cari aman,-2,Negatif,"['benar', 'itu', 'cari', 'aman']",cari aman
naik menjadi juta bulan,1,Positif,"['naik', 'menjadi', 'juta', 'bulan']",juta
betul kalau situasi sudah aman lihat saja tahun depan baru berjalan lagi tunjangannya itu jangan percaya harus cek rek gajinya dpr masing,-5,Negatif,"['betul', 'kalau', 'situasi', 'sudah', 'aman', 'lihat', 'saja', 'tahun', 'depan', 'baru', 'berjalan', 'lagi', 'tunjangannya', 'itu', 'jangan', 'percaya', 'harus', 'cek', 'rek', 'gajinya', 'dpr', 'masing']",situasi aman lihat berjalan tunjangannya percaya cek rek gajinya dpr
cek uang keluar masuk kalau perlu,-3,Negatif,"['cek', 'uang', 'keluar', 'masuk', 'kalau', 'perlu']",cek uang masuk
se pemikiran karena mereka dah ketar ketir,-3,Negatif,"['se', 'pemikiran', 'karena', 'mereka', 'dah', 'ketar', 'ketir']",pemikiran dah ketar ketir
prestasi dpr hanya pintar menghasil tunjangan dan pensiun anggpta dpr ugal ugalan,-3,Negatif,"['prestasi', 'dpr', 'hanya', 'pintar', 'menghasil', 'tunjangan', 'dan', 'pensiun', 'anggpta', 'dpr', 'ugal', 'ugalan']",prestasi dpr pintar menghasil tunjangan pensiun anggpta dpr ugal ugalan
benar hati hati mereka sudah kebiasaan suka senyap senyap,0,Netral,"['benar', 'hati', 'hati', 'mereka', 'sudah', 'kebiasaan', 'suka', 'senyap', 'senyap']",hati hati kebiasaan suka senyap senyap
betul karena sudah viral dan di sorot rakyat kalao tidak viral pasti lewat,-1,Negatif,"['betul', 'karena', 'sudah', 'viral', 'dan', 'di', 'sorot', 'rakyat', 'kalao', 'tidak', 'viral', 'pasti', 'lewat']",viral sorot rakyat kalao viral
setelah ada demo jadi berubah kalau tidak ada demo ya lossss,-3,Negatif,"['setelah', 'ada', 'demo', 'jadi', 'berubah', 'kalau', 'tidak', 'ada', 'demo', 'ya', 'lossss']",demo berubah demo lossss
ini abangnya cerdas sekali,-1,Negatif,"['ini', 'abangnya', 'cerdas', 'sekali']",abangnya cerdas
tahun depan mungkin ada anggaran lainnya lagi,-2,Negatif,"['tahun', 'depan', 'mungkin', 'ada', 'anggaran', 'lainnya', 'lagi']",anggaran
hargai guys mereka berjuang keras memikirkan statement apa yang bisa bikin tensi rakyat turun nah ini lah statementnya mereka pikir rakyat pada bodoh dan langsung prcaya begitu saja statement ini tiap orang ditanya jwbannya beda andai nov sudah tidak ada tunjangan rumah apa kami tau kalau dialihkan ke tunjangan lain memang rakyat bisa lihat mutasi rekening tiap anggota dpr kalau memang sampai okt harusnya jwbn ini sudah keluar sejak awal ini kayak di diskusikan dulu diantara kalian diatas sana baru dismpaikan ke rakyat pengaturan,-13,Negatif,"['hargai', 'guys', 'mereka', 'berjuang', 'keras', 'memikirkan', 'statement', 'apa', 'yang', 'bisa', 'bikin', 'tensi', 'rakyat', 'turun', 'nah', 'ini', 'lah', 'statementnya', 'mereka', 'pikir', 'rakyat', 'pada', 'bodoh', 'dan', 'langsung', 'prcaya', 'begitu', 'saja', 'statement', 'ini', 'tiap', 'orang', 'ditanya', 'jwbannya', 'beda', 'andai', 'nov', 'sudah', 'tidak', 'ada', 'tunjangan', 'rumah', 'apa', 'kami', 'tau', 'kalau', 'dialihkan', 'ke', 'tunjangan', 'lain', 'memang', 'rakyat', 'bisa', 'lihat', 'mutasi', 'rekening', 'tiap', 'anggota', 'dpr', 'kalau', 'memang', 'sampai', 'okt', 'harusnya', 'jwbn', 'ini', 'sudah', 'keluar', 'sejak', 'awal', 'ini', 'kayak', 'di', 'diskusikan', 'dulu', 'diantara', 'kalian', 'diatas', 'sana', 'baru', 'dismpaikan', 'ke', 'rakyat', 'pengaturan']",hargai guys berjuang keras memikirkan statement bikin tensi rakyat turun statementnya pikir rakyat bodoh langsung prcaya statement orang jwbannya beda andai nov tunjangan rumah dialihkan tunjangan rakyat lihat mutasi rekening anggota dpr okt jwbn diskusikan diatas dismpaikan rakyat pengaturan
