normalisasi,Score,Sentiment
enak sekali bicaranya cuma beban negara terberat adalah pejabat yang nanggung rakyat,-5,Negatif
padahal krja ya cuma tidur saja,-1,Negatif
salah satu anak tikus,-2,Negatif
gaji rakyat umr ump juta pak perbulan baru adil,1,Positif
rumah susun weh atuh,0,Netral
brti selama tahun juta saya kok tidak percaya,0,Netral
sakkarep mu pak bu kami hanya butuh keadilan yang akan kami tagih suatu saat nanti di akhirat,-5,Negatif
dimana ada postingan pasti muncul dan di bela ya mulu,2,Positif
semiskin itu mereka kak beras saja negara yang belikan kita saja beli sendiri beras,-6,Negatif
duduk santai di gedung ber ac,1,Positif
terus meminta digaji berapa pak untuk idealnya kok tidak beda sama keterangan krisdayanti serius bapak hanya segitu vt ini dilihat rakyat indonesia pak,-3,Negatif
manusia ini nongol terus,0,Netral
memang kita di gajih sama dpr,0,Netral
mungkin dia donatur dikampung yang suka kasih makin gratis ke tetangganya,0,Netral
yakin dari kan masa jabatan sampai,0,Netral
beras tikus kantor ngab,0,Netral
menangis gue sedangkan tunjangan beras gue dari kantor saja cuma ribu,-5,Negatif
anggota bebas pajak ya ges ya,-1,Negatif
padahal guru gaji cuma apa lagi yang belum pnstmnku guru sd gaji perbulan itupun di gaji bulan sx sekarang dah keluar,-5,Negatif
berarti perbulan juta,2,Positif
beban negara ternyata di gaji dpr,-1,Negatif
omonganmu seng awal karo mburi tidak podo pak wes intine juta iku sak ulang juta peng iku juta,2,Positif
juta kali juta juta tahun juta berarti lu tunjangan perumahan jtbln widih banyak ya,5,Positif
kurang pak tambah i jadi rp blnbiar menambah bangkrut negara iniwkwkwkw,0,Netral
saya juga tidak ikhlas dunia akherat sampai bertemu di pengadilan akherat,0,Netral
hasil kerjanya tidak ada,0,Netral
jir memang juta bilang cuman,0,Netral
termasuk anggota nih bos,-1,Negatif
juta kali bulan juta wow untuk kotrak rumah selama tahun juta tahun juta per tahun wow,4,Positif
tunjangan beras belinya wagyu bagaimana tidak bilang cuman,-2,Negatif
telusuri benar tidak statement ya ayo validasi gaees,1,Positif
dpr hari juta saya bulan juta,0,Netral
gaji dpr itu sudah kelewatan besar ya belum lagi sogokan korupsi ya,-2,Negatif
walah muak aku melihat,0,Netral
juta tahu jadi tiap tahun sewa rumah juta,3,Positif
orang ini selalu ada di mana,0,Netral
oke pak juta juta juta tahun jutatahun juta bulan jutabulan itu mending manfaatin asrama atlet pak masih mengiris hati itu mah,2,Positif
gakkkngeles supaya rakyat tidak marah,-3,Negatif
bcahh kga punya muka,1,Positif
kamu juga dikasih menang besar disitu bang mengira gua doang yang dikasih menang besar disitu,0,Netral
kos juta sebulan seharusnya sehari juta,2,Positif
astaghfirullah hal adzim,-1,Negatif
kasihan anak cucumu nanti diperas pajak untuk gaji goruptor,-3,Negatif
kamu dengar per bulan juta kali kamu itung kali anggota dpr,0,Netral
nama nya juga tikus bang ya harus rakus lah,0,Netral
herankerja tidak ada untuk rakyat,-1,Negatif
ini mah buat satu rw bulan,0,Netral
iya rumah dinas orang tuaku mau rubuh mau perbaiki sendiri belum ada dana,0,Netral
tapi hitungan ya tetap bapak juta sebulanxx,3,Positif
menteri keuangan kasihan dengan kawan kawan dpr mengakak dengar ya,2,Positif
juta pertahun buat beli rumah sudah spek yang bagus di perum yang tahun bisa buat foya nanti tua masih dapat pensiunan merdeka,0,Netral
juta dapat bensin literbisa keliling indonesia,1,Positif
iya ada lihat kd ada bilang berapa gaji,1,Positif
odgj muncul mulu disetiap komen,0,Netral
cukup sudah nutup ongkos pemilu sisanya senggol sana sini lagi buat menambah pundi uang,1,Positif
semua anggota dpr pada klarifikasi membela diri biar rakyt percaya,-3,Negatif
wkwkwkwkwkwk cuman juta abang,1,Positif
kenapa dengan kata cuman sebulan hampir juta masih dibilang cuman bagaimana dengan gaji per bulan juta atau juta,1,Positif
beras juta tidak apa tenang saja gula tertinggi di nasi paling siap untuk insulin,1,Positif
sebulan bisa membuat bekel se rt,1,Positif
wooou juta setaun ngontrak rumah apa memang sepadan sama kerja kalian yang tiduran,1,Positif
orang mana ini perindapan astaghfirullah orang ini mah emosi lihat orang ini,0,Netral
memangnya gajinya indak cukup untuk kontrak ala sederhana akallan kalian az biar bisa dapat uang lebih dari anggaran,-2,Negatif
ibu yang joget kerudung merah belum,-1,Negatif
kalau di kasih rumah ya tidak bisa memperbanyak aset mereka sudah punya rumah sendiri kalau dpat mentah kan enak lumayan bisa beli lagi,-1,Negatif
kita juta sudah semua ya dengan anak skolahsuami ngerokok di tambah nguliahin adek allahuakbar,1,Positif
maksudnya uang makan bro bukan beras mewah banget ya makanannya per bulan,-1,Negatif
alamat di geruduk lagi,-1,Negatif
mungkin buat desa,0,Netral
tunjangan berasnya jangan juta perbulan,-1,Negatif
rakyat sudah kga percaya lo mau ngmong apa ke untung gue kga memilih dpr,0,Netral
buser ber sosmed di semua vt tapi sudah dapat gaji penuh dari pemerintah,-2,Negatif
kalau gaji dpr umr mereka makin gila korupsinya gaji juta saja masih pada korupsi,-2,Negatif
dia mengakak kayak beban samaskali sangat jauh dari sosok pemimpin yang baik,-6,Negatif
beras apa juta untuk satu bulan,-1,Negatif
pns kementrian ya abang,1,Positif
apa ya allah guru kasih atuh apa tunjangan rumah juta bagi dong jangan buat dewan semua hmmm,-1,Negatif
kunjungan mesen cewek eh,0,Netral
yang benar bapak apalah kami nih rakyat jelata,-3,Negatif
buat anak cucu cicit saudara saudaranya sekalian,0,Netral
buat mendem kali berasnya naudzubillah,0,Netral
mereka superhero jadi bagusnya tinggalnya di luar bumi,0,Netral
kalau mereka sudah dapat jalur khusus vip ke nerekes jahanam jadi beda gaji ya sama karyawan penghuni surga,0,Netral
satu komloptan yan saling menutupi benerkan,0,Netral
tahun sudah bisa beli rumah,1,Positif
namanya juga tikus,0,Netral
puas banget memang main disini memang dari kemarin gua mencoba dikasih wd terus,1,Positif
ia memang hampir stngnya,0,Netral
kurang ajar banyak kali rakyat makin menderita,-1,Negatif
pendukung prabowo mana kesihan semenjak ditinggal jokowi negeri ini hancur,0,Netral
pekerjaan kamu apa cuxx,0,Netral
tunjangan uang parkir kira berapa,0,Netral
betul bgttkita rakyat indonesia hebat bisa zakat sama dpr,1,Positif
kerjanya cari masyarakat yang belm bayar pajak,-3,Negatif
mungkin tampilan para senator indonesia paling mahal di dunia atau paling tidak setara dengan negara negara makmur,3,Positif
sehari jutalah bagaimana sama kami yang dapat gaji juta sebulan,1,Positif
maksudnya buat tahun,0,Netral
iya rakyat disuruh kurangi makan nasi biar tidak import,0,Netral
betul pasti bikin kaget,1,Positif
dasar kancil kagak becus lu cil,-1,Negatif
wakil partai di dpr sejatinya tidak mewakili rakyattapi memakai nama rakyat untuk menipu rakyat,-3,Negatif
beras telor naik mentri keuangan kasihan dengan kawan kawan dpr lah rakyat kecil bagaimana,0,Netral
pantas banget banyak artis yang pengin jadi dpr ternyata begini tapi,0,Netral
juta sudah bisa buat rumah bukan sewa rumah,3,Positif
kalau cuman mengomong doang anak tak juga bisa biasakan kalau klarifikasi itu di lihat kan dengan data yang valid ke masyarakat,-5,Negatif
percuma bpk mengomong juga tetap saja rakyat sudah muak dengan kinerja kalian,-1,Negatif
lah iya dia mah cuma kita mah dpat juta juga sebegitu sudah susah mencari krja apa lagi sekarang yang krja was lagi jman pada susah yang lagi cari juga pasti juga susah,-12,Negatif
pekerjaan mereka apa sih,0,Netral
anak sultanapakah seperti ini kah gaji dpr gaji pemerintah besar banget sedangkan rakyat gaji kecil kebanyakan orang kerja gaji hanya juta an per bulan dan belum lagi pajak terlalu banyak dan besar,-4,Negatif
kalau perut sudah buncit n tak bisa berakbaru bilang ya allah ampuni dosaku,0,Netral
duh kasihan banget,0,Netral
ringan banget mulutnya bilang cuma jtbulan,0,Netral
kami rakyat dapat tunjangan tidak dari negara,-3,Negatif
rakyat kerja keras buat ngegaji dpr kak miriss,2,Positif
untuk yang di luar jakarta dibuat riel cost saja jika ada rapat di jakarta nginap di hotel,-1,Negatif
engge bu tunjangan beras aae cuman juta sakno ngge,0,Netral
enggak anjir juta untuk tahun kontrak rumah,2,Positif
dpr tidak ada manfaat ya buat rakyat,2,Positif
tikusmah beda makannya bos rakus dan lahap,0,Netral
merasakan sebulan ribu,0,Netral
kapan siayuk lah demo,-1,Negatif
jika dpr di bubarkan berapa juta orang terselamatkan seperti guru nakes yang gaji cuma rbbln,-1,Negatif
beras di campur berlian,1,Positif
iya sih tapi khusus dpr umr ya dia kan juta,1,Positif
kayaknya kita harus punya stigma kalau partai ambisius banyak amplop dimana maka itu yang di curigai dan jujur saja di pemilu kemarin gue jadi pengawas tps amplop dari sana sini tetap gue terima cuma gue tetap pilih sesuai yang mau gue pilih bodo amat sama yang buang duit nyuruh pilih dia,-8,Negatif
dapat memikirkan tapi tidak peduli,-2,Negatif
pajak naik buat naikin gaji dpr,1,Positif
itulah dikiranya dikit kali uang segitu hhhh,-2,Negatif
ini beban rakyat menambah lagi wakilnya pada meminta naikin gaji lagi alamak jang jang jadi apalah negeri kita ini,-3,Negatif
baru mau bilang begitu,0,Netral
betul bunda sabar ya bunda semoga pemerintah memikirkan tunjangan untuk guru honorer setidaknya minimal umr,0,Netral
ditukar saja ya dpr gaji ke dan guru juta biar merasai juga hidup syulit,3,Positif
beberapa ada yang berguna banyak nya oknum,0,Netral
memperjuangkan diri sendiri bukan untuk rakyat kecil seperti saya,-6,Negatif
benar aku juga melongooo,0,Netral
dan penjelasan yang paling akurat dan terpercaya cuman krisdayanti,0,Netral
guru apa dulu nih honor atau pns,0,Netral
keluarga pak dewan ya nyeng,0,Netral
raja olah muncul kepermukaan,0,Netral
kata buat dpr,0,Netral
kasihan kawan dapat bensin naik juta cuman,2,Positif
mantap a teruskan terus perjuangannya,1,Positif
srimulyo itu memang agak,-1,Negatif
kalau saya makan juta beli beras cukup tahun kakak,-2,Negatif
tidur melulu di ruang sidang datangdudukdengarngantuktidurbanguntanda tanganpulang,-2,Negatif
takan laanggota dpr tak punya rumah pribadi sendirisampai kontrak rumah pun mesti negara yang biaya kan juta lagi per bulan lgya allah rakyat kecil bayar kontrakan juta jesusah ya meminta ampun,2,Positif
makan enak diatas penderiataan rakyat,0,Netral
beras yang di tanam di antartika abang makanya mahal,0,Netral
dpr makan pakai beras porang boloyg hrga kilok,0,Netral
gaji tiap orang di dpr semua diumumkan setiap bulan di medsos,-2,Negatif
dan kalian percaya,1,Positif
bikin perut buncit gasi kalau makin kebanyakan,1,Positif
buka dokumen anggaran ya,1,Positif
ribu perhari ya berapa bu masya allah,2,Positif
kenapa gaji dpr tiap bulane segitu banyak kalau guru kok cuma segitutiap pagi jam sudah menyabut siswa siswi dan jam sudah berdiri di depan kelas anak sudah menunggu belum sempat sarapandan tidak pernah sarapan ke warung tolong dpr verbagi dengan guru,-4,Negatif
belum mengatur strategi,0,Netral
biaya beras juta bisa buat makan satu rw,2,Positif
yang katanya klarifikasi bukan juta mana orang ya begitu sudah kalau otak ya penuh gagasan mark up,-1,Negatif
betul emak juga pengin ikutgk ada syukurnya pengin dtmo,0,Netral
itu baru rumah belum yang lain lihat tuh kd,-1,Negatif
mending langsung bubarin dpr saja kak,0,Netral
brati sudah berjalan dong,0,Netral
perbulan juta buat ngontrak rumah beras jtbln itu bagaimana pakmau buka pabrik beras ya,0,Netral
semua beban hidupnya ditanggung rakyat,-2,Negatif
kalau harga beras per kg berarti dia bisa dapat kg karung isi kgbisa buat makan se rt,1,Positif
bangun rumah dinas berupa apartemen bagi yang anggota daerah di komplek dpr saja jadi tidak ada anggaran kontrakan rumah tidak ada tunjangan trasportasi tidak butuh lahan luas bisa nampung banyak anggota,-6,Negatif
dikali lebih anggot dpr ri,1,Positif
wah dibohongin lagi saja nih masyarakat kemarin katanya bakalan dibatalinparah memang dpr nih ngabisin uang rakyat dari pajak rakyat,-5,Negatif
oke tidak oke gas naikan pajak rakyat ayo digas,0,Netral
apa sih kinerja mereka buat rakyat,0,Netral
wowwistimewa bos jtbln isi rumahnya apa saja itu,-2,Negatif
sama kali selama tahun,1,Positif
itu bapak salah minum obat mungkin,-5,Negatif
apalah daya yang bayar pajak masih ngontrak tiap tahun juta itupun dari hutang hebatnya indonesia ku,-4,Negatif
ya namanya juga serakah dikasih berapapun tetap kurang,2,Positif
truck kak,0,Netral
prestasi dpr hanya pintar menghasil tunjangan dan pensiun anggpta dpr ugal ugalan,-3,Negatif
mending membikin gubuk ditengah sawah biar merasai bagaimana rasanya jadi masyarakt,0,Netral
yang gila kita mikir pengin kehidupan kecukupan tapi apa daya wakil kita kayaknya lebih menderita dari pada kita kita gila yang penting wakil kita bahagia bolo,-6,Negatif
ya allah itu tidak adalah banget buat bensin saja bulan makin buat makin haiiii dpr sadar dong,3,Positif
waduh kasihan bangetcuma perbulan rakyat mencari buat makin susah ya setengah mati,0,Netral
jengkol juga perlu abang,1,Positif
menteri keuangan kasihan dengan kawan kawan dpr mengakak dengar ya,2,Positif
datang duduk tidur lanjut korupsi,-2,Negatif
wkwkwk anggap saja kak dirumah dia ada orang kan saudara ya kakak ya adik ya orang tuanya,2,Positif
bera juta dibagi hari berarti ribu perhari,2,Positif
kok penak kok enak banget sedangkan rakyat kredit rumah untuk keluarga sederhana bunganya gedhe banget pak,3,Positif
guru honorer yang gajinya ribu harus ijazah si yang gajinya juta ijazahnya apa,-2,Negatif
juta untuk tunjangan beras dpr rakus kah,0,Netral
benar banget aku saja dunia akherat tidak ridho dan ikhlas biar kan nanti mereka meningal akan mempertangung jawab kan ya dihisab dengan kejam di akherat nnati,-1,Negatif
buset beras juta sebulan,1,Positif
anjir mengomongnya muter mutertapi tujuan ya juta perbulanmasa jabatan,2,Positif
wis mbohlah sak karepmu,0,Netral
luar biasa pak tunjangannya ya juta perbulan,2,Positif
dpr rumah ya banyak masih mau ngotrak,2,Positif
kenapa ya selalu mencari pembenaran dan seolah angka yang kalian sebut kecil padahal bagi rakyat tunjangan rumah kalian bisa buat beli rumah impian kebanyakan rakyat,2,Positif
yang kayak begini jangan ada yang comenin biar diam sendiri,-6,Negatif
kenyang memang makan duit rakyat,1,Positif
asli kalau dunia sekarang ini,0,Netral
anggota dpr makan beras ribu sekilo namanya juga tikus berdasi kenanya dpr itu buang anggaran negara kalau bisa mereka berak juga dibayar sama negara,-3,Negatif
bensin juta perbulan kayak bisa buat menyopir sendiri dari sini sampai mekah pak wkwkw just kidding ya pak jangan marah hehehehe,-2,Negatif
lebih ganas dibanding tikus sawah,0,Netral
berarti tunjangannya tidak dibatalkan tapi sudah diberikan hampir setahun,0,Netral
juta selama tahu kasih tau dong ngontrak dimana jakarta juta juta saja dapetnya petakan cuyyyy tahu berarti jtjt kali tahu saja sudah lebih dari juta coyyyy,2,Positif
ajiiibbb sebulan juta buat ngontra rumah,3,Positif
dapat hampir ton,0,Netral
lalu kita yang karyawan bagaimana anjj,1,Positif
ya elah sama saja pak sehari juta coba itung teman memang ya kalau bagi bagi duit di percepat setiap bulan juta loh,2,Positif
kan tikus makanya banyak,0,Netral
kalian percaya omonganya politusi saya pertegas politisi,0,Netral
belum mentri berapa ya gaji ya,2,Positif
itu makan beras benaran apa makan beras harapan ya,-1,Negatif
sudah berjalan ya guys,2,Positif
adakah yang percaya,0,Netral
membuat asrama untuk anggota dpr biar amangak usah ada tunjangan rumah,0,Netral
betul dia ketawa ya lepas dengan gaji yang gede bangattt,-1,Negatif
juta gaes buat tunjangan rumah anggota dpr ri untuk tahun,1,Positif
kasihan ya anggota dpr bubarin saja biar tidak jadi anggota dpr lagi biar tidak kasihan,-5,Negatif
haduhh susah kak orang buta kayak begitu,-3,Negatif
tambahkan deh juta all ini kerja cuman seninjumat,2,Positif
berarti sebulan juta smntra rkyt ya gaji juta sbuln mkan ngntrak ongkos di stulh semua itu kalau jut rata bahkan ada yang gaji msi jutaan,0,Netral
saya sudah lihat vidio krisdayanti gajih ya masyaallah,0,Netral
anak sultanapakah seperti ini kah gaji dpr gaji pemerintah besar banget sedangkan rakyat gaji kecil kebanyakan orang kerja gaji hanya juta an per bulan dan belum lagi pajak terlalu banyak dan besar,-4,Negatif
parah memang tidak lihat rakyat lagi menjerit,-3,Negatif
mas saya barusan wd ke lumayan lah mas buat besok,0,Netral
memangnya selama ini para tikus tikus ini tidak punya rumah sendiri sehingga dikasih duit untuk ngontrak,1,Positif
serius aku tanya fungsi dpr sebenarnya apa apa semua orang hidup tanpa dpr jika dilihat dari video diatas sangat jelas beda dengan yang dirasakan oleh rakyat kenapa tidak sedikit rakyat yang masih kelaparan dan kesusahan di luar sana bahkan yang sudah lansia banyak yang masih mencari nafkah diluar sana demi sesuap nasi,-11,Negatif
duitmu di abisin tikus berdasi,0,Netral
bgm dengan yang punya rumah di jakarta,1,Positif
beras juta bisa buat bagi orang rt kalau karung merk alfaindo ribu per kg sudah dapat karung sudah bisa untuk kakak,1,Positif
bisa saja kalau ngeles,-3,Negatif
mungkin di makan sama sawah ya,1,Positif
beras jenis emas intan berlian mungkin kak makanya sampai juta,1,Positif
sama asn tidak kasihan bu sri,0,Netral
tapi inshaallah uang kita berkah kak harta mereka akan dipertimbangkan suatu hari nanti be patient guys tuhan tidak tidur semoga kita baik saja,0,Netral
mungkin beras campur emas om,0,Netral
pak tolong pajak diturunkan rakyat kecil megap megap nih pak,-2,Negatif
kalau tidak ada dpr uang negara di apakan serius bertanya dengan nada kalem,-1,Negatif
